"price","size_m2","rooms","city","type","condition","price2","size2","unit_price"
"65,5 M Ft ","60  m2","2 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",65.5,60,1.09166666666667
"63,8 M Ft ","61  m2","2 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",63.8,61,1.04590163934426
"86,2 M Ft ","57  m2","2 és fél szoba ","Budapest, XI. kerület ","tégla építésû","Új építésû",86.2,57,1.51228070175439
"92,6 M Ft ","62  m2","2 és fél szoba ","Budapest, XI. kerület ","tégla építésû","Új építésû",92.6,62,1.49354838709677
"64,2 M Ft ","59  m2","2 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",64.2,59,1.08813559322034
"87,5 M Ft ","65  m2","2 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",87.5,65,1.34615384615385
"66,3 M Ft ","61  m2","2 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",66.3,61,1.08688524590164
"90 M Ft ","65  m2","2 és fél szoba ","Budapest, XI. kerület ","tégla építésû","Új építésû",90,65,1.38461538461538
"82,4 M Ft ","59  m2","2 és fél szoba ","Budapest, XI. kerület ","tégla építésû","Új építésû",82.4,59,1.39661016949153
"85,7 M Ft ","59  m2","2 és fél szoba ","Budapest, XI. kerület ","tégla építésû","Új építésû",85.7,59,1.45254237288136
"25,4 M Ft ","54  m2","2 szoba ","Helvécia ","tégla építésû","Új építésû",25.4,54,0.47037037037037
"92,6 M Ft ","62  m2","2 és fél szoba ","Budapest, XI. kerület ","tégla építésû","Új építésû",92.6,62,1.49354838709677
"87,5 M Ft ","65  m2","2 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",87.5,65,1.34615384615385
"82,4 M Ft ","59  m2","2 és fél szoba ","Budapest, XI. kerület ","tégla építésû","Új építésû",82.4,59,1.39661016949153
"64,2 M Ft ","59  m2","2 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",64.2,59,1.08813559322034
"30 M Ft ","72  m2","2 és 2 fél szoba ","Szeged ","tégla építésû",NA,30,72,0.416666666666667
"21,5 M Ft ","53  m2","2 szoba ","Szombathely ","tégla építésû",NA,21.5,53,0.405660377358491
"29,5 M Ft ","60  m2","2 és fél szoba ","Szeged ","panellakás","Felújított állapotú",29.5,60,0.491666666666667
"54,3 M Ft ","45  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",54.3,45,1.20666666666667
"53,8 M Ft ","41  m2","1 és fél szoba ","Budapest, XI. kerület ","tégla építésû","Új építésû",53.8,41,1.31219512195122
"10,4 M Ft ","29  m2","1 szoba ","Harkány ","tégla építésû","Jó állapotú",10.4,29,0.358620689655172
"64,4 M Ft ","45  m2","1 és fél szoba ","Budapest, XI. kerület ","tégla építésû","Új építésû",64.4,45,1.43111111111111
"52,3 M Ft ","40  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",52.3,40,1.3075
"49,3 M Ft ","40  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",49.3,40,1.2325
"47,4 M Ft ","39  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",47.4,39,1.21538461538462
"67,7 M Ft ","45  m2","1 és fél szoba ","Budapest, XI. kerület ","tégla építésû","Új építésû",67.7,45,1.50444444444444
"48,8 M Ft ","40  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",48.8,40,1.22
"49,2 M Ft ","40  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",49.2,40,1.23
"55,8 M Ft ","40  m2","1 és fél szoba ","Budapest, XI. kerület ","tégla építésû","Új építésû",55.8,40,1.395
"52 M Ft ","43  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",52,43,1.2093023255814
"55,4 M Ft ","42  m2","1 és fél szoba ","Budapest, XI. kerület ","tégla építésû","Új építésû",55.4,42,1.31904761904762
"51,4 M Ft ","44  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",51.4,44,1.16818181818182
"64,4 M Ft ","40  m2","1 és fél szoba ","Budapest, XI. kerület ","tégla építésû","Új építésû",64.4,40,1.61
"54 M Ft ","45  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",54,45,1.2
"67,7 M Ft ","45  m2","1 és fél szoba ","Budapest, XI. kerület ","tégla építésû","Új építésû",67.7,45,1.50444444444444
"53,8 M Ft ","41  m2","1 és fél szoba ","Budapest, XI. kerület ","tégla építésû","Új építésû",53.8,41,1.31219512195122
"52 M Ft ","43  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",52,43,1.2093023255814
"41,9 M Ft ","58  m2","1 és 2 fél szoba ","Budapest, XIII. kerület ","panellakás","Felújított állapotú",41.9,58,0.722413793103448
"47,5 M Ft ","41  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Felújított állapotú",47.5,41,1.15853658536585
"80,1 M Ft ","89  m2","2 szoba ","Pécs ","tégla építésû","Új építésû",80.1,89,0.9
"42,7 M Ft ","47  m2","2 szoba ","Pécs ","tégla építésû","Új építésû",42.7,47,0.908510638297872
"24,9 M Ft ","39  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Újszerû állapotú",24.9,39,0.638461538461538
"32 M Ft ","61  m2","2 szoba ","Pécs ","tégla építésû","Felújított állapotú",32,61,0.524590163934426
"55,9 M Ft ","45  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",55.9,45,1.24222222222222
"57,6 M Ft ","44  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",57.6,44,1.30909090909091
"32 M Ft ","61  m2","2 szoba ","Pécs ","tégla építésû","Felújított állapotú",32,61,0.524590163934426
"50,4 M Ft ","63  m2","2 szoba ","Pécs ","tégla építésû","Új építésû",50.4,63,0.8
"69,9 M Ft ","80  m2","2 szoba ","Budapest, V. kerület ","tégla építésû","Jó állapotú",69.9,80,0.87375
"47 M Ft ","61  m2","2 szoba ","Budapest, VI. kerület ","tégla építésû","Jó állapotú",47,61,0.770491803278688
"30,9 M Ft ","40  m2","2 szoba ","Budapest, VII. kerület ","tégla építésû","Jó állapotú",30.9,40,0.7725
"47 M Ft ","61  m2","2 szoba ","Budapest, VI. kerület ","tégla építésû","Jó állapotú",47,61,0.770491803278688
"18,2 M Ft ","55  m2","2 szoba ","Nyíregyháza ","tégla építésû","Felújított állapotú",18.2,55,0.330909090909091
"28,7 M Ft ","64  m2","2 és fél szoba ","Tatabánya ","tégla építésû","Jó állapotú",28.7,64,0.4484375
"39,6 M Ft ","30  m2","1 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",39.6,30,1.32
"40 M Ft ","34  m2","1 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",40,34,1.17647058823529
"39,5 M Ft ","30  m2","1 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",39.5,30,1.31666666666667
"47,8 M Ft ","41  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",47.8,41,1.16585365853659
"39,5 M Ft ","31  m2","1 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",39.5,31,1.2741935483871
"54 M Ft ","41  m2","1 és fél szoba ","Budapest, XI. kerület ","tégla építésû","Új építésû",54,41,1.31707317073171
"38,9 M Ft ","30  m2","1 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",38.9,30,1.29666666666667
"47,7 M Ft ","43  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",47.7,43,1.1093023255814
"27 M Ft ","28  m2","1 szoba ","Budapest, X. kerület ","tégla építésû","Felújított állapotú",27,28,0.964285714285714
"36,8 M Ft ","30  m2","1 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",36.8,30,1.22666666666667
"47,8 M Ft ","41  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",47.8,41,1.16585365853659
"43,8 M Ft ","28  m2","1 szoba ","Budapest, XI. kerület ","tégla építésû","Új építésû",43.8,28,1.56428571428571
"52 M Ft ","43  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",52,43,1.2093023255814
"38,9 M Ft ","31  m2","1 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",38.9,31,1.25483870967742
"38,9 M Ft ","30  m2","1 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",38.9,30,1.29666666666667
"47,4 M Ft ","40  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",47.4,40,1.185
"38,8 M Ft ","32  m2","1 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",38.8,32,1.2125
"38,5 M Ft ","30  m2","1 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",38.5,30,1.28333333333333
"39,2 M Ft ","31  m2","1 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",39.2,31,1.26451612903226
"18,9 M Ft ","27  m2","1 szoba ","Budapest, XIII. kerület ","tégla építésû","felújítandó",18.9,27,0.7
"17 M Ft ","22  m2","1 szoba ","Keszthely ","tégla építésû","felújítandó",17,22,0.772727272727273
"24,5 M Ft ","38  m2","1 szoba ","Debrecen ","tégla építésû","felújítandó",24.5,38,0.644736842105263
"40,9 M Ft ","49  m2","1 és fél szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",40.9,49,0.83469387755102
"29,4 M Ft ","64  m2","3 szoba ","Helvécia ","tégla építésû","Új építésû",29.4,64,0.459375
"80,5 M Ft ","71  m2","3 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",80.5,71,1.13380281690141
"29,4 M Ft ","64  m2","3 szoba ","Helvécia ","tégla építésû","Új építésû",29.4,64,0.459375
"111,7 M Ft ","82  m2","3 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",111.7,82,1.36219512195122
"29,4 M Ft ","64  m2","3 szoba ","Helvécia ","tégla építésû","Új építésû",29.4,64,0.459375
"108 M Ft ","84  m2","3 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",108,84,1.28571428571429
"39,9 M Ft ","125  m2","3 és 2 fél szoba ","Kecskemét ","tégla építésû","Új építésû",39.9,125,0.3192
"80,5 M Ft ","71  m2","3 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",80.5,71,1.13380281690141
"54,6 M Ft ","57  m2","3 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",54.6,57,0.957894736842105
"23 M Ft ","54  m2","2 szoba ","Pécs ","tégla építésû","Jó állapotú",23,54,0.425925925925926
"23 M Ft ","54  m2","2 szoba ","Pécs ","tégla építésû","Jó állapotú",23,54,0.425925925925926
"33,5 M Ft ","38  m2","1 szoba ","Budapest, XIV. kerület ","tégla építésû","Jó állapotú",33.5,38,0.881578947368421
"42,9 M Ft ","92  m2","1 és 4 fél szoba ","Keszthely ","tégla építésû","felújítandó",42.9,92,0.466304347826087
"41,9 M Ft ","58  m2","1 és 2 fél szoba ","Budapest, XIII. kerület ","panellakás","Felújított állapotú",41.9,58,0.722413793103448
"68 M Ft ","92  m2","3 szoba ","Budapest, VI. kerület ","tégla építésû","Jó állapotú",68,92,0.739130434782609
"91,8 M Ft ","86  m2","3 és fél szoba ","Budapest, XI. kerület ","tégla építésû","Felújított állapotú",91.8,86,1.06744186046512
"85,7 M Ft ","60  m2","3 szoba ","Budapest, XI. kerület ","tégla építésû","Új építésû",85.7,60,1.42833333333333
"49,9 M Ft ","64  m2","3 szoba ","Pécs ","tégla építésû","Új építésû",49.9,64,0.7796875
"26,9 M Ft ","54  m2","3 szoba ","Budapest, XIV. kerület ","tégla építésû","Jó állapotú",26.9,54,0.498148148148148
"48,5 M Ft ","120  m2","3 szoba ","Nagykõrös ","tégla építésû","Felújított állapotú",48.5,120,0.404166666666667
"87,5 M Ft ","65  m2","3 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",87.5,65,1.34615384615385
"82,7 M Ft ","90  m2","3 és fél szoba ","Budapest, IX. kerület ","tégla építésû","Új építésû",82.7,90,0.918888888888889
"39,5 M Ft ","50  m2","3 szoba ","Budapest, XIV. kerület ","tégla építésû",NA,39.5,50,0.79
"22,5 M Ft ","55  m2","2 szoba ","Miskolc ","panellakás","Felújított állapotú",22.5,55,0.409090909090909
"28,5 M Ft ","55  m2","2 szoba ","Gyöngyös ","panellakás","Jó állapotú",28.5,55,0.518181818181818
"63,9 M Ft ","57  m2","2 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",63.9,57,1.12105263157895
"33,9 M Ft ","50  m2","2 szoba ","Budapest, XI. kerület ","tégla építésû","Felújított állapotú",33.9,50,0.678
"80,9 M Ft ","55  m2","2 szoba ","Balatonföldvár ","tégla építésû","Új építésû",80.9,55,1.47090909090909
"79,9 M Ft ","51  m2","2 szoba ","Balatonföldvár ","tégla építésû","Új építésû",79.9,51,1.56666666666667
"57,6 M Ft ","44  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",57.6,44,1.30909090909091
"63,6 M Ft ","55  m2","2 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",63.6,55,1.15636363636364
"63,5 M Ft ","60  m2","2 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",63.5,60,1.05833333333333
"64,2 M Ft ","59  m2","2 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",64.2,59,1.08813559322034
"76,4 M Ft ","71  m2","2 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",76.4,71,1.07605633802817
"63,9 M Ft ","57  m2","2 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",63.9,57,1.12105263157895
"43,6 M Ft ","71  m2","2 szoba ","Budapest, IX. kerület ","tégla építésû",NA,43.6,71,0.614084507042254
"30,8 M Ft ","54  m2","2 szoba ","Helvécia ","tégla építésû","Új építésû",30.8,54,0.57037037037037
"28,5 M Ft ","69  m2","3 szoba ","Kecskemét ","tégla építésû","Jó állapotú",28.5,69,0.41304347826087
"38,9 M Ft ","61  m2","3 szoba ","Pécs ","tégla építésû","Felújított állapotú",38.9,61,0.637704918032787
"23,5 M Ft ","64  m2","1 és 2 fél szoba ","Kecskemét ","panellakás","Felújított állapotú",23.5,64,0.3671875
"19,9 M Ft ","39  m2","1 és fél szoba ","Pécs ","panellakás","Felújított állapotú",19.9,39,0.51025641025641
"51,5 M Ft ","43  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",51.5,43,1.19767441860465
"52,7 M Ft ","43  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",52.7,43,1.22558139534884
"21,7 M Ft ","26  m2","1 szoba ","Budapest, IV. kerület ","tégla építésû","Felújított állapotú",21.7,26,0.834615384615385
"52 M Ft ","43  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",52,43,1.2093023255814
"31,9 M Ft ","34  m2","1 szoba ","Budapest, VI. kerület ","tégla építésû","Felújított állapotú",31.9,34,0.938235294117647
"49,2 M Ft ","40  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",49.2,40,1.23
"39,9 M Ft ","35  m2","1 szoba ","Budapest, II. kerület ","tégla építésû","Felújított állapotú",39.9,35,1.14
"52,5 M Ft ","41  m2","1 szoba ","Budapest, XI. kerület ","tégla építésû","Új építésû",52.5,41,1.28048780487805
"31,9 M Ft ","34  m2","1 szoba ","Budapest, VI. kerület ","tégla építésû","Felújított állapotú",31.9,34,0.938235294117647
"49,7 M Ft ","41  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",49.7,41,1.21219512195122
"33,4 M Ft ","30  m2","1 szoba ","Budapest, IX. kerület ","tégla építésû",NA,33.4,30,1.11333333333333
"39,9 M Ft ","35  m2","1 szoba ","Budapest, II. kerület ","tégla építésû","Felújított állapotú",39.9,35,1.14
"41,3 M Ft ","28  m2","1 szoba ","Budapest, XI. kerület ","tégla építésû","Új építésû",41.3,28,1.475
"15 M Ft ","29  m2","1 szoba ","Szombathely ","tégla építésû",NA,15,29,0.517241379310345
"47,4 M Ft ","39  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",47.4,39,1.21538461538462
"40,5 M Ft ","30  m2","1 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",40.5,30,1.35
"40,4 M Ft ","30  m2","1 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",40.4,30,1.34666666666667
"40,7 M Ft ","30  m2","1 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",40.7,30,1.35666666666667
"49,2 M Ft ","40  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",49.2,40,1.23
"43,4 M Ft ","40  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",43.4,40,1.085
"50 M Ft ","41  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",50,41,1.21951219512195
"26,7 M Ft ","60  m2","2 és fél szoba ","Szeged ","tégla építésû",NA,26.7,60,0.445
"33,9 M Ft ","54  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû",NA,33.9,54,0.627777777777778
"50 M Ft ","71  m2","2 és fél szoba ","Miskolc ","tégla építésû","Új építésû",50,71,0.704225352112676
"50 M Ft ","71  m2","2 és fél szoba ","Miskolc ","tégla építésû","Új építésû",50,71,0.704225352112676
"19,9 M Ft ","58  m2","1 és 2 fél szoba ","Makó ","tégla építésû","Felújított állapotú",19.9,58,0.343103448275862
"74,5 M Ft ","99  m2","3 szoba ","Budapest, XI. kerület ","tégla építésû","Jó állapotú",74.5,99,0.752525252525252
"53 M Ft ","56  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",53,56,0.946428571428571
"60,6 M Ft ","58  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",60.6,58,1.0448275862069
"62,2 M Ft ","59  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",62.2,59,1.05423728813559
"58,3 M Ft ","68  m2","2 és 2 fél szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",58.3,68,0.857352941176471
"59,5 M Ft ","55  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",59.5,55,1.08181818181818
"54,1 M Ft ","56  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",54.1,56,0.966071428571429
"56,6 M Ft ","58  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",56.6,58,0.975862068965517
"56,9 M Ft ","56  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",56.9,56,1.01607142857143
"54,2 M Ft ","55  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",54.2,55,0.985454545454545
"54 M Ft ","45  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",54,45,1.2
"54,8 M Ft ","56  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",54.8,56,0.978571428571429
"65,2 M Ft ","63  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",65.2,63,1.03492063492064
"68,7 M Ft ","64  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",68.7,64,1.0734375
"60,7 M Ft ","62  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",60.7,62,0.979032258064516
"61,4 M Ft ","57  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",61.4,57,1.07719298245614
"59 M Ft ","59  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",59,59,1
"57,3 M Ft ","55  m2","2 szoba ","Budapest, IX. kerület ","tégla építésû",NA,57.3,55,1.04181818181818
"53,1 M Ft ","52  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",53.1,52,1.02115384615385
"66,4 M Ft ","65  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",66.4,65,1.02153846153846
"60,8 M Ft ","60  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",60.8,60,1.01333333333333
"62,6 M Ft ","59  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",62.6,59,1.06101694915254
"55,4 M Ft ","60  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",55.4,60,0.923333333333333
"53 M Ft ","56  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",53,56,0.946428571428571
"59,7 M Ft ","75  m2","2 és fél szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",59.7,75,0.796
"58,5 M Ft ","75  m2","2 és fél szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",58.5,75,0.78
"54,9 M Ft ","56  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",54.9,56,0.980357142857143
"77,6 M Ft ","73  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",77.6,73,1.06301369863014
"54,2 M Ft ","55  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",54.2,55,0.985454545454545
"58,5 M Ft ","75  m2","2 és fél szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",58.5,75,0.78
"55,4 M Ft ","60  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",55.4,60,0.923333333333333
"54,7 M Ft ","53  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",54.7,53,1.03207547169811
"56 M Ft ","52  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",56,52,1.07692307692308
"60,7 M Ft ","62  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",60.7,62,0.979032258064516
"56,9 M Ft ","56  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",56.9,56,1.01607142857143
"54 M Ft ","45  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",54,45,1.2
"59,3 M Ft ","59  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",59.3,59,1.00508474576271
"53,1 M Ft ","52  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",53.1,52,1.02115384615385
"58,5 M Ft ","53  m2","2 szoba ","Budapest, IX. kerület ","tégla építésû",NA,58.5,53,1.10377358490566
"54,8 M Ft ","56  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",54.8,56,0.978571428571429
"68,7 M Ft ","64  m2","2 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",68.7,64,1.0734375
"14,9 M Ft ","10  m2","1 szoba ","Budapest, VII. kerület ","tégla építésû","felújítandó",14.9,10,1.49
"41,9 M Ft ","30  m2","1 és fél szoba ","Budapest, V. kerület ","tégla építésû","Felújított állapotú",41.9,30,1.39666666666667
"21,6 M Ft ","23  m2","1 szoba ","Budapest, VII. kerület ","tégla építésû","felújítandó",21.6,23,0.939130434782609
"37,5 M Ft ","61  m2","1 és 2 fél szoba ","Gödöllõ ","panellakás","Új építésû",37.5,61,0.614754098360656
"42,2 M Ft ","50  m2","1 és fél szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",42.2,50,0.844
"48,9 M Ft ","61  m2","1 és 2 fél szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",48.9,61,0.801639344262295
"38,4 M Ft ","47  m2","1 és fél szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",38.4,47,0.817021276595745
"40 M Ft ","31  m2","1 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",40,31,1.29032258064516
"59,2 M Ft ","68  m2","1 és fél szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",59.2,68,0.870588235294118
"48,8 M Ft ","40  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",48.8,40,1.22
"59,2 M Ft ","68  m2","1 és fél szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",59.2,68,0.870588235294118
"31,2 M Ft ","38  m2","1 szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",31.2,38,0.821052631578947
"51,2 M Ft ","64  m2","1 és 2 fél szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",51.2,64,0.8
"34,6 M Ft ","40  m2","1 szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",34.6,40,0.865
"48,8 M Ft ","40  m2","1 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",48.8,40,1.22
"43 M Ft ","52  m2","1 és fél szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",43,52,0.826923076923077
"36,6 M Ft ","44  m2","1 és fél szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",36.6,44,0.831818181818182
"38,5 M Ft ","47  m2","1 és fél szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",38.5,47,0.819148936170213
"87,2 M Ft ","104  m2","1 és 3 fél szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",87.2,104,0.838461538461538
"58,3 M Ft ","71  m2","1 és 2 fél szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",58.3,71,0.82112676056338
"30 M Ft ","37  m2","1 szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",30,37,0.810810810810811
"22,4 M Ft ","25  m2","1 szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",22.4,25,0.896
"62,2 M Ft ","81  m2","1 és 3 fél szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",62.2,81,0.767901234567901
"50,4 M Ft ","62  m2","1 és 2 fél szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",50.4,62,0.812903225806452
"42,5 M Ft ","32  m2","1 szoba ","Budapest, XI. kerület ","tégla építésû","Új építésû",42.5,32,1.328125
"46,6 M Ft ","54  m2","1 és fél szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",46.6,54,0.862962962962963
"35,9 M Ft ","41  m2","1 szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",35.9,41,0.875609756097561
"42,2 M Ft ","50  m2","1 és fél szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",42.2,50,0.844
"48,9 M Ft ","61  m2","1 és 2 fél szoba ","Budapest, X. kerület ","tégla építésû","Új építésû",48.9,61,0.801639344262295
"110 M Ft ","110  m2","4 szoba ","Budapest, I. kerület ","tégla építésû","Jó állapotú",110,110,1
"263,8 M Ft ","105  m2","4 szoba ","Budapest, XIII. kerület ","tégla építésû","Új építésû",263.8,105,2.51238095238095
"90 M Ft ","75  m2","3 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",90,75,1.2
"87,5 M Ft ","65  m2","3 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",87.5,65,1.34615384615385
"38,8 M Ft ","62  m2","3 szoba ","Szombathely ","tégla építésû",NA,38.8,62,0.625806451612903
"81,2 M Ft ","60  m2","3 szoba ","Budapest, XI. kerület ","tégla építésû","Új építésû",81.2,60,1.35333333333333
"73,4 M Ft ","66  m2","3 szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",73.4,66,1.11212121212121
"108 M Ft ","85  m2","3 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",108,85,1.27058823529412
"90 M Ft ","75  m2","3 és fél szoba ","Budapest, XIV. kerület ","tégla építésû","Új építésû",90,75,1.2
"106,5 M Ft ","71  m2","3 szoba ","Balatonföldvár ","tégla építésû","Új építésû",106.5,71,1.5
